_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
61,2019-01-06T12:00:00,3,"Large Water Pipes dumped in front of S-HIG-C, Block 7 apartment","It has been nearly 2 months and large water pipes have been dumped in front just S-HIG-C, Block 7 apartment only in 3 lines. It occupies significant width of the road and very dangerous the way it is placed beneath the trees, since during night some one can bang against it. Also, there is no work happening and it is not known why is it lying since last 2 months. I would suggest BBMP to stack in the opposite open space and use it while work happens. Since it is nuisance by disturbing vehicle movement and pedestrian movement. Swift action will be very much appreciated",61,10,"No 126 8Th Block, Shiva Mandir Rd, Yelahanka New Town, Bengaluru, Karnataka 560064, India",At the intersection of Shiva Mandir road and 5th Phase Bus stand road,13.10792148,77.57257145,Atturu,15,"Mobility - Roads, Footpaths and Infrastructure",Construction of new footpaths,BBMP,Resolved,1
62,2019-01-06T13:09:00,3,Street light not working,None of the street light working in the road.plz look into it.,62,10,"No.53 Balaji Complex, Near Sambhram College, Ms Palya, Post 560097, Vidyaranyapura, Bengaluru, Karnataka 560097, India",7th cross BHEL layout near Sambhram Collegr,13.0937055,77.5486057,Atturu,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,3
63,2019-01-06T14:24:00,53,Lot of stray dogs  in karnasree layout which is very scary to com...,Lot of stray dogs  in karnasree layout which is very scary to come during night times in 2 wheeler coz of dog attacks 2 wheeler or person who walks.,77,10,"Sizzle Palm Kingdom Rd, Vinayak Layout, Medahalli, Bengaluru, Karnataka 560049, India",NULL,13.0300124,77.7193406,Basavanapura,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,3
64,2019-01-06T16:59:00,24,Road Repair,"The road was dug for laying big pipes, later it is just closed with mud and stones, the road is completely damaged, it requires to be tarred as the traffic in this road too much.",66,10,"514, 3Rd Block, Hbr Layout, Bengaluru, Karnataka 560045, India",HBR Layout,13.02219566,77.6258393,HBR Layout,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,6
65,2019-01-06T18:30:00,160,Air pollution in Mysore Rd due to dust and sand.,"There is a lot of air pollution because of sand and dust flying because of sand fallen from transport trucks and construction sites.
The vehicles moving here make the condition worse.

The dust covers one lane in Mysore Road, which is suposed to be an expressway!",44,7,"Pantarapalya, Nayanda Halli, Bengaluru, Karnataka 560039, India",Nayandahalli quarters bus stop,12.9401341,77.5241064,Rajarajeshwari Nagar,11,Pollution,Air Pollution,KSPCB,Open,0
66,2019-01-06T19:44:00,154,Very high pollution,"Market Road is dug for laying sewage pipe three/four days back. It not closed properly and traffic is also not stopped.
This is resulting in very high pollution affecting elderly, children and also all the residents of market road.
please repair the road at the earliest and also, stop the traffic on this road.",474,10,"27, Market Rd, Basavanagudi, Bengaluru, Karnataka 560004, India",Near nettakallappa circle,12.94109404,77.57282322,Basavanagudi,15,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Roadside Debris (Construction Material),BBMP,On-the-Job,1
67,2019-01-06T19:45:00,182,This street light right at our gate has shut eyes a few days back...,This street light right at our gate has shut eyes a few days back.,62,10,"30B, 5Th Main Rd, Radha Krishna Layout 1St Stage, Padmanabhanagar, Bengaluru, Karnataka 560061, India",NULL,12.9141603,77.5577639,Padmanabha Nagar,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Open,0
68,2019-01-06T19:49:00,150,Garbage dump on roads and vacant land between stillwater and snn...,Garbage dump on roads and vacant land between stillwater and snn etternia apartments in silver county road makes life pathetic,155,10,"20Th Main, Lakedew Residency- Phase 2, Harlur, Bengaluru, Karnataka 560103, India",NULL,12.89923732,77.66549225,Bellanduru,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3
69,2019-01-06T20:10:00,83,Extremely poor condition of road,"Channasandra main road, starting from hope farm junction till further, is in a very poor state. Its getting non motorable every day and can lead to major accidents due to uneven road.",67,10,"Channasandra Main Rd, A K Gopalan Colony, Chansandra, Bengaluru, Karnataka, India",Channasandra Main Road,12.9827605,77.7607509,Kadugodi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,3
70,2019-01-06T22:16:00,26,Super dogs,"Dogs learned jumping from one home to other
and destroying properties after getting in

Recently jumped over my car and huge nail Mark's on my  car body 

On terrace, it had torn the drying clothes",77,10,"Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",Gowdenehalli village,13.0184435,77.6781215,Ramamurthy Nagar,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,3
71,2019-01-06T22:19:00,26,Garbage spot,"6th cross new manjunatha layout 
Near empty plot

Become menace..people using as permanent garbage spot 

Stinky and kids catching up frequent lungs disorders 

Bbmp people burning it recklessly",155,10,"Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",Gowdenehalli village,13.0184435,77.6781215,Ramamurthy Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
72,2019-01-06T22:32:00,112,Qnet fraud scam spearheading again,"Qnet frauds calling and brainwashing housewives in the name of additional income and asking to invest 3 to 10 lakhs in MLM business 

They all meet in cafe coffee day in indira nagar opposite to icici bank 

Before people get cheated., they should be stopped",42,NULL,"Indiranagar, Bengaluru, Karnataka, India",Cafe coffee day,12.9718915,77.6411545,Domlur,9,Others,Others,NULL,Open,0
73,2019-01-06T22:33:00,160,"Hv Halli lake work is still pending . 
there are no footpath laid...","Hv Halli lake work is still pending . 
there are no footpath laid for the citizens to walk around the lake .
If oftens feels like , it. is not safe after 6PM to walk there as there is no lights.
who is the responsible to solve this issue ??",62,10,"Rr Nagar, Bengaluru, Karnataka 560098, India",NULL,12.9242199,77.5191195,Rajarajeshwari Nagar,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
74,2019-01-07T07:10:00,188,Garbage not cleaned from days,Garbage not cleaned from days,155,10,"376-38/42A, Lake Shore Rd, Ns Palya, Stage 2, Btm Layout, Bengaluru, Karnataka 560076, India",NULL,12.90561598,77.60605856,Bilekahalli,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3
75,2019-01-07T08:47:00,197,Pathetic state of this road since many years and now it's getting...,Pathetic state of this road since many years and now it's getting worse.,67,10,"Vasanthapura Main Rd, Mango Garden Layout, Bikasipura, Bengaluru, Karnataka 560078, India",NULL,12.8908851,77.5630561,Vasanthapura,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0
76,2019-01-07T08:57:00,185,Very pitiful pathetic road condition. has become like this for ma...,Very pitiful pathetic road condition. has become like this for many years.,67,10,"311, 1St Main Rd, Vikram Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India",NULL,12.89908997,77.56115662,Yelchenahalli,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,4
77,2019-01-07T09:05:00,181,Bad road,Very bad condition of road and some drain work done recently. Most shabby work and dangerous situation can lead to many accidents here. Needs urgent repairs of road.,67,10,"3183, Bwssb Pipeline Rd, Kanka Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India","5th main rd, 300 m away from balamuri temple",12.90345775,77.56393849,Kumaraswamy Layout,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,3
78,2019-01-07T10:55:00,150,Unusable roads,"This road is damaged severely making it difficult for traffic to pass easily. The entire stretch of road needs a repair. Also there is a lot of dust on the roadside, whenever a vehicle passes the nearby houses are all flooded with dust.",67,10,"002,trinity Meadows, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560103, India",Near village super market,12.92264574,77.67492176,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1
79,2019-01-07T12:25:00,176,Light is not working,"I had given a complaint earlier, the people came to fix, they fixed the next door light and didn't fix this as there was a car parked there.",62,10,"1272, 15Th Main Rd, Mahadeshwara Nagar, Stage 2, Btm Layout, Bengaluru, Karnataka 560076, India",Road opposite dominoz,12.91349181,77.60951007,BTM Layout,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,6
80,2019-01-07T13:26:00,69,Street Dogs in My Area,Street Dogs in My road,77,10,"Preethy Nagar, Laggere, Bengaluru, Karnataka 560058, India",Laggere main road,13.0111776,77.5253962,Laggere,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,5
81,2019-01-07T13:39:00,25,Sewage water overflow,"From past one week sewage water is overflowing on the road. It is impossible to cross the road without stepping on it. 
This also attracts lots of mosquitoes. 
We have seen this overflow in three places in hoysala nagar main road.",311,2,"Gf, 72, Hormavu, Thambu Chetty Palya Main Rd, Vigneshwara Layout, Hoysala Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",Dominos pizza,13.0152072,77.6660611,Horamavu,472,Sewerage Systems,Removal Of Sewer Pipe Blockages and Overflows,BWSSB,Resolved,1
82,2019-01-07T13:39:00,174,Garbage,There was full of Garbage dump in back side of our home it's creating full of mosquitos and it may cause any disease..Actually it is free land so again again some people are putting their wastes on that side..if it cleaned means it will be useful for our surrounding...,155,10,"10, Muneswara Nagar, Sector 6, Hsr Layout, Bengaluru, Karnataka 560068, India",NIIT BACKSIDE,12.91398619,77.62564201,HSR Layout,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
83,2019-01-07T13:44:00,25,Sewage water overflow,"From past one week sewage water is overflowing on the road. It is impossible to cross the road without stepping on it. 
This also attracts lots of mosquitoes. 
We have seen this overflow in three places in hoysala nagar main road.",311,2,"Gf, 72, Hormavu, Thambu Chetty Palya Main Rd, Vigneshwara Layout, Hoysala Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",Dominos pizza,13.0152072,77.6660611,Horamavu,472,Sewerage Systems,Removal Of Sewer Pipe Blockages and Overflows,BWSSB,Resolved,1
84,2019-01-07T14:12:00,192,Posting same complaint third time,W01920C426138 I have raised a similar complaint previously as well and it was marked resolved without giving the solution. The road uiis totally destroyed and we are having a lot of difficulty in traveling.. There is basically no road left its just potholes.. Due to which everyday traffic jam will be there.. It's prone to accident.. Every now and then I see ppl falling from their two wheelers and getting hurt ...Our vehicals are getting affected.. So much of pollution due to dust.. I don't know why no action is taken yet its going to be almost a year since this road was dug up ..the road is already very narrow compared to the traffic it has to handle on daily basis... On top of that it's filled with potholes and mud.. Please.. Please get the road tarred.. I see so many ppl complaining on the portal for similar issue but no action is being taken.. We work hard and pay our taxes.. We have spent so much to buy home in bangalore city and roads are worst than a village... I hope this time my complaint will not be resolved without any solution,67,10,"Begur, Bengaluru, Karnataka, India",Shiva temple road,12.8787673,77.6376676,Begur,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Re-opened,2
85,2019-01-07T19:08:00,93,Title to your complaint.,Complaint description and a title to your complaint,155,10,"325, Govinda Chetty Colony, Vasanth Nagar, Bengaluru, Karnataka 560051, India",KB Nagar,12.989909,77.5969988,Vasanth Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
86,2019-01-07T20:20:00,129,Street Light not working,Street Light not working,62,10,"489, 4Th Cross Rd, Rhcs Layout, Ii Stage, Srigandadakaval, Bengaluru, Karnataka 560091, India",NULL,12.97784166,77.49721913,Jnana Bharathi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
87,2019-01-07T21:07:00,21,Garbage disposed in the vacant site,"There is a vacant site near the location given. All the garbage are disposed in the site and there is a heap of garbage. The BBMP garbage van comes once in a week or twice a week. When they dont turn up, all the garbages are dumped over there, which breeds lot of mosquiotes and harmful to residents of this area. The owner is said to be in abroad, as per the information collected. While the garbage van is parked there for the whole week which doesnt serve the pupose.",155,10,"580, Radha Nilaya, 3Rd Main Road, 1St Cross, Near-Govt School, Hebbal, Bengaluru, Karnataka 560024, India",Hebbal Police Station Road,13.03846532,77.59036816,Hebbal,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,72
88,2019-01-07T21:34:00,168,"Stray dogs menace due to Bbmp garbage unit on 22nd main road, 4th...","Stray dogs menace due to Bbmp garbage unit on 22nd main road, 4th T block,Jayanagar behind Sanjay Gandhi general hospital causing sleepless nights to residents, request the concerned MLA/BBMP officials to shift the garbage processing unit away from residential area.",77,10,"22Nd Main, T Block, 4Th T Block, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka, India",NULL,12.9242322,77.5915479,Pattabhiram Nagar,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,3
